1688169600,1935.68,1937.0,1933.0,1933.0,1.45745699,3
1688170500,1934.76,1936.09,1934.0,1936.09,40.07793932,23
1688171400,1941.39,1942.63,1941.39,1942.46,1.14860342,6
1688172300,1940.57,1940.57,1937.64,1937.64,3.02060757,4
1688173200,1934.0,1934.0,1930.0,1933.17,1.59791401,8
1688174100,1928.5,1928.95,1925.52,1928.95,0.58305031,7
1688175000,1929.13,1929.13,1928.76,1928.76,0.5937,2
1688175900,1929.76,1930.0,1929.76,1930.0,0.29613545,2
1688176800,1925.52,1925.52,1925.52,1925.52,0.11969076,1
1688177700,1925.93,1926.26,1925.93,1926.26,1.60625304,5
1688178600,1927.86,1927.86,1925.04,1925.04,4.09211492,8
1688179500,1924.56,1924.56,1923.01,1923.01,0.98812914,12
1688180400,1923.01,1923.01,1920.58,1922.47,0.85622502,19
1688181300,1920.59,1920.59,1920.58,1920.58,0.04038219,3
1688182200,1919.84,1919.84,1919.83,1919.83,0.39312016,3
1688183100,1919.28,1919.42,1919.28,1919.42,0.8418274,3
1688184000,1918.78,1918.78,1916.48,1916.48,0.40718602,6
1688184900,1915.92,1915.92,1912.0,1912.65,2.62868828,22
1688185800,1911.71,1911.71,1911.71,1911.71,0.05230919,1
1688186700,1915.55,1915.72,1914.62,1914.94,26.22393869,9
1688187600,1916.44,1916.44,1915.08,1915.08,0.67216513,3
1688188500,1916.45,1917.11,1916.45,1917.11,0.11598685,2
1688189400,1917.84,1917.84,1917.39,1917.39,0.04432984,2
1688190300,1917.78,1918.4,1917.78,1918.4,0.628411,6
1688191200,1920.04,1920.16,1919.94,1919.94,5.6179384,3
1688192100,1918.41,1918.41,1917.95,1917.95,2.08576736,2
1688193000,1916.95,1917.61,1916.95,1917.15,0.97670503,6
1688193900,1917.29,1921.05,1917.29,1921.03,2.16618557,5
1688194800,1919.44,1919.45,1918.59,1918.59,1.07935557,3
1688195700,1917.77,1918.14,1915.14,1917.03,8.8587092,13
1688196600,1916.61,1917.81,1915.94,1915.94,9.98325711,4
1688197500,1913.49,1917.3,1913.48,1917.02,4.07046587,5
1688198400,1919.47,1919.47,1917.93,1917.93,3.42892599,7
1688199300,1917.64,1917.99,1916.11,1917.98,19.36679276,10
1688200200,1917.5,1919.01,1916.56,1919.01,2.14262333,4
1688201100,1919.14,1919.14,1914.74,1914.74,6.89785351,12
1688202000,1916.25,1916.25,1916.25,1916.25,0.01,1
1688202900,1914.86,1915.61,1914.86,1915.61,0.36892225,2
1688203800,1917.21,1917.21,1917.21,1917.21,0.03124798,1
1688205600,1916.44,1917.0,1916.2,1917.0,5.40017856,4
1688206500,1917.01,1924.5,1917.01,1924.5,0.40374803,7
1688207400,1923.61,1923.61,1919.33,1919.33,20.73231546,16
1688208300,1919.28,1921.22,1919.28,1921.22,0.50186,4
1688209200,1922.65,1922.7,1922.65,1922.7,0.19728148,2
